rooms,square,living_space,kitchen_scace,curr_floor,max_floor,home_type,build_year,district,serv_lift,pass_lift,parking,loggia,balcony,garbage_chute,bathroom,repair_type,wind_view,emergency_exit,avg_price_for_m,avg_room_price,price
1,48.7,12.4,21.4,1,10,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,224000.0
1,35.0,15.0,6.0,5,24,Монолитно,2014,Ворошиловский,1,1,1,1,1,1,nan,Евроремонт,На улицу,1,257326.0,22605996.0,220000.0
1,37.0,17.0,8.0,3,4,Кирпичный,2010,Советский,0,0,1,0,1,0,nan,Евроремонт,nan,nan,257326.0,22605996.0,220000.0
2,42.0,33.0,8.0,1,4,nan,1917,Кировский,0,0,1,0,0,0,nan,nan,nan,1,268787.0,40353355.0,220000.0
2,52.0,30.0,9.0,1,9,nan,1990,Первомайский,0,1,1,1,0,1,nan,nan,nan,nan,nan,nan,240000.0
1,46.16,12.6,12.8,3,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,293200.0
2,65.0,30.0,14.0,10,19,nan,2018,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,270200.0
2,43.68,22.5,8.1,17,20,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,nan,nan,229320.0
1,43.7,17.0,11.1,1,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,227240.0
1,37.0,nan,nan,10,25,Монолитный,2016,Советский,1,1,1,1,0,0,nan,Дизайнерский,На улицу и двор,1,255918.0,21292776.0,229000.0
2,48.0,32.0,6.5,3,5,nan,1969,Советский,0,0,1,0,1,0,nan,nan,nan,1,255918.0,2981303.0,225000.0
1,42.2,12.3,16.1,1,20,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,2981303.0,232100.0
1,37.0,nan,nan,11,28,Монолитный,2016,Советский,0,1,0,0,1,1,nan,Евроремонт,Во двор,1,255918.0,21292776.0,230000.0
2,50.0,nan,nan,9,9,Панельный,1997,Советский,0,1,0,1,0,1,1,Косметический,nan,1,255918.0,2981303.0,230000.0
1,51.0,21.0,13.0,16,17,Кирпичный,2010,Советский,1,1,1,1,0,0,nan,Без ремонта,Во двор,nan,255918.0,2981303.0,230000.0
1,36.0,18.0,7.0,5,23,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,230000.0
1,42.54,12.9,19.9,15,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,22605996.0,232812.0
2,46.0,29.0,6.0,1,5,nan,1978,Пролетарский,0,0,0,0,0,0,nan,nan,nan,1,264324.0,35542732.0,230000.0
1,43.0,21.0,11.0,4,18,nan,2014,Ворошиловский,0,1,0,1,0,1,nan,nan,nan,1,257326.0,22605996.0,230000.0
1,44.75,18.9,10.7,5,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,22605996.0,232700.0
1,41.7,19.5,8.2,7,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,230000.0
2,50.0,29.0,8.0,4,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,230000.0
1,35.4,17.8,10.0,8,18,nan,2017,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,171900.0
1,31.0,18.3,5.5,1,9,Кирпичный,1978,Первомайский,0,1,0,0,0,1,nan,Косметический,Во двор,1,253643.0,20172455.0,218000.0
2,45.0,30.0,6.0,5,5,nan,1962,Ворошиловский,0,0,0,0,1,0,nan,nan,nan,1,257326.0,30920232.0,230000.0
2,43.0,29.0,6.0,2,5,nan,1962,Железнодорожный,0,0,0,0,1,0,nan,nan,nan,1,255976.0,30364565.0,230000.0
2,44.0,29.0,6.0,1,5,nan,1970,Первомайский,0,0,0,1,0,0,nan,nan,nan,nan,255976.0,30364565.0,230000.0
1,48.0,20.0,10.0,4,19,nan,2012,Ворошиловский,1,1,1,1,1,1,nan,nan,nan,nan,255976.0,30364565.0,230000.0
1,37.3,17.9,8.5,16,20,nan,nan,Советский,0,1,1,1,0,0,nan,nan,nan,nan,255976.0,30364565.0,236855.0
1,42.0,20.0,10.0,8,16,Кирпичный,nan,Советский,0,0,0,0,0,0,nan,nan,nan,1,255918.0,21292776.0,235000.0
2,40.0,14.0,20.0,6,10,nan,2014,Советский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,239900.0
1,42.0,18.0,11.0,8,18,Монолитный,nan,Октябрьский,0,1,0,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,235000.0
1,42.75,18.0,12.0,17,17,nan,nan,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,235125.0
1,40.81,16.9,11.5,5,17,nan,nan,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,236698.0
2,58.86,28.3,13.9,7,16,Блочный,2019,Октябрьский,1,1,0,0,1,0,1,Евроремонт,Во двор,nan,255918.0,21292776.0,237600.0
1,30.0,14.0,7.0,15,22,nan,2018,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,239000.0
1,40.0,18.0,9.0,8,9,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,240000.0
0,24.35,16.7,nan,3,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,121605.0
1,46.08,19.7,12.4,22,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,27288072.0,298934.0
1,35.4,17.8,10.0,8,18,nan,2017,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,265095.0,27288072.0,171900.0
2,50.0,28.0,8.0,9,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,240000.0
1,38.0,18.0,8.0,2,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,240000.0
1,43.41,16.8,12.2,20,23,nan,nan,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,242356.0
1,43.0,18.5,11.0,15,19,Кирпичный,nan,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,23024144.0,240000.0
1,42.0,nan,nan,15,23,Монолитно,2017,Пролетарский,1,1,1,1,0,0,nan,Без ремонта,nan,nan,259116.0,23024144.0,240000.0
1,40.0,10.0,17.0,3,25,Монолитный,2016,Советский,0,1,0,1,0,1,nan,Дизайнерский,На улицу и двор,1,255918.0,21292776.0,247000.0
2,45.0,22.5,8.2,9,20,nan,2018,Советский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,245000.0
1,53.5,27.0,11.5,13,14,nan,nan,Советский,0,1,1,0,1,0,nan,nan,nan,nan,255918.0,21292776.0,245030.0
2,46.0,29.0,6.0,3,5,nan,1973,Ворошиловский,0,0,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,245000.0
2,49.43,27.1,7.1,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,255918.0,21292776.0,249259.0
3,75.6,36.0,12.6,3,5,nan,2015,Ворошиловский,0,0,0,0,1,0,nan,nan,nan,1,257326.0,39199032.0,245000.0
2,50.23,27.1,7.1,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,39199032.0,253499.0
2,50.67,27.6,8.4,5,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,354700.0
1,46.52,15.6,12.4,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,353746.0
1,55.1,19.4,12.9,7,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,363700.0
2,82.45,39.6,12.1,8,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,264324.0,25970619.0,629887.0
3,114.38,67.3,16.1,2,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,264324.0,25970619.0,646740.0
3,114.66,67.3,16.1,5,25,nan,nan,Ленинский,0,1,1,0,0,0,nan,nan,nan,nan,264324.0,25970619.0,647640.0
3,117.6,59.2,12.7,6,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,49283058.0,800000.0
2,70.0,34.0,17.0,18,25,Монолитно,2018,Пролетарский,1,1,1,0,1,0,1,Дизайнерский,Во двор,nan,268787.0,49283058.0,555000.0
2,65.98,36.0,12.2,2,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,37115301.0,394072.0
2,48.0,28.0,8.0,1,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,260000.0
1,53.2,27.0,11.5,14,14,nan,nan,Советский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,30920232.0,263340.0
3,64.0,40.0,12.0,9,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,260000.0
2,60.5,33.8,11.0,1,14,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,257326.0,39199032.0,263175.0
1,43.0,20.0,13.0,1,14,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,260000.0
1,50.2,23.7,11.0,4,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,22605996.0,261040.0
1,38.0,20.0,12.0,8,20,Панельный,2016,Советский,1,1,1,1,0,1,nan,Евроремонт,Во двор,1,255918.0,21292776.0,264900.0
0,50.15,38.5,nan,1,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,255918.0,21292776.0,260780.0
1,38.0,18.0,8.5,10,19,nan,2017,Советский,1,1,1,1,0,0,nan,nan,nan,nan,255918.0,21292776.0,267000.0
1,59.2,30.4,13.1,10,14,nan,nan,Советский,0,1,1,0,1,0,nan,nan,nan,nan,255918.0,21292776.0,268176.0
2,53.7,27.0,11.7,3,9,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,21292776.0,268500.0
2,60.2,30.4,14.2,2,9,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,255918.0,21292776.0,267890.0
2,57.0,30.0,9.0,10,26,Монолитный,2017,Советский,0,1,0,1,0,0,1,Без ремонта,Во двор,1,255918.0,2981303.0,265000.0
3,67.6,38.9,8.6,1,10,nan,1994,Первомайский,1,1,1,1,0,1,nan,nan,nan,1,253643.0,35571648.0,268000.0
3,64.5,47.5,6.3,4,5,nan,1968,Советский,0,0,0,0,1,0,nan,nan,nan,1,255918.0,37864745.0,265000.0
2,54.0,30.0,8.0,8,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,270000.0
1,48.0,nan,nan,8,16,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,270000.0
3,117.6,59.2,12.7,6,23,nan,nan,Кировский,0,1,1,0,1,0,nan,nan,nan,1,268787.0,49283058.0,800000.0
1,31.0,18.3,5.5,1,9,Кирпичный,1978,Первомайский,0,1,0,0,0,1,nan,Косметический,Во двор,1,253643.0,20172455.0,218000.0
2,62.6,30.4,10.4,1,16,nan,nan,Ворошиловский,1,1,1,0,1,0,nan,nan,nan,nan,253643.0,20172455.0,274814.0
1,45.0,20.0,15.0,7,17,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,275000.0
1,52.95,19.6,12.5,1,23,nan,nan,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,279470.0
2,50.66,27.1,7.1,11,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,22605996.0,275082.0
3,65.0,nan,nan,2,5,nan,1975,Ворошиловский,0,0,0,1,0,0,nan,nan,nan,1,257326.0,39199032.0,279000.0
1,40.0,20.0,10.0,6,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,280000.0
2,57.0,40.0,6.0,1,5,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,280000.0
3,64.0,40.0,9.0,9,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,280000.0
2,53.0,nan,9.0,14,14,Кирпичный,1986,Советский,0,1,0,1,0,1,1,Косметический,nan,1,255918.0,2981303.0,280000.0
2,54.0,28.0,9.0,5,9,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,280000.0
3,74.0,50.0,9.0,1,2,nan,1958,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,35571648.0,280000.0
3,56.0,40.0,7.0,5,5,nan,1965,Советский,0,0,0,0,1,0,nan,nan,nan,1,255918.0,37864745.0,280000.0
3,60.0,40.0,12.0,8,9,nan,1989,Пролетарский,0,1,0,1,1,1,nan,nan,nan,1,264324.0,45049333.0,289000.0
2,58.67,22.5,20.2,18,20,nan,nan,Советский,0,1,1,1,0,0,nan,nan,nan,nan,264324.0,45049333.0,287483.0
2,58.15,21.9,20.5,18,20,nan,nan,Советский,0,1,1,1,0,0,nan,nan,nan,nan,264324.0,45049333.0,287843.0
1,38.0,20.0,8.0,6,9,Кирпичный,nan,Кировский,0,0,0,1,0,0,2,Косметический,Во двор,1,268787.0,2863512.0,289900.0
2,68.0,28.0,13.5,7,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,285000.0
1,44.0,nan,nan,14,25,Монолитный,nan,Ленинский,1,1,0,1,0,0,1,nan,Во двор,1,265095.0,27288072.0,285000.0
1,39.34,14.4,11.0,2,10,nan,nan,Кировский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,27288072.0,289100.0
2,64.4,30.4,10.4,1,16,nan,nan,Ворошиловский,1,1,1,0,1,0,nan,nan,nan,nan,265095.0,27288072.0,287868.0
3,62.0,38.0,14.0,5,5,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,290000.0
2,56.3,31.9,10.0,7,9,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,257326.0,39199032.0,292760.0
3,60.0,44.0,7.0,2,5,nan,1979,Октябрьский,0,0,1,0,0,0,nan,nan,nan,nan,257326.0,39199032.0,290000.0
2,68.0,32.0,14.0,8,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,290000.0
3,62.0,38.0,10.0,5,9,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,290000.0
3,64.0,40.0,11.0,9,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,290000.0
3,61.0,42.0,6.0,5,5,Панельный,1967,Ворошиловский,0,0,0,0,1,0,1,Косметический,Во двор,1,257326.0,39199032.0,290000.0
3,68.8,43.4,9.6,1,9,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,257326.0,39199032.0,299280.0
2,54.0,33.0,8.0,3,10,nan,2003,Ворошиловский,0,1,0,1,0,0,nan,nan,nan,1,257326.0,30920232.0,295000.0
1,46.16,12.6,12.8,8,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,30920232.0,295500.0
2,54.0,27.9,8.1,8,9,nan,1978,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,257326.0,30920232.0,299500.0
1,38.0,20.1,7.0,7,9,nan,1972,Октябрьский,0,1,1,0,1,1,nan,nan,nan,nan,nan,nan,247000.0
2,50.67,27.6,8.4,3,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,329400.0
2,65.0,30.0,14.0,10,19,nan,2018,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,270200.0
2,60.0,33.0,12.0,2,10,nan,2009,Первомайский,0,1,0,1,0,0,nan,nan,nan,nan,nan,nan,299900.0
2,69.1,36.0,10.9,1,16,nan,nan,Ворошиловский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,299894.0
2,52.7,29.0,9.0,1,6,nan,1999,Первомайский,0,1,0,1,1,0,nan,nan,nan,1,253643.0,2815124.0,300000.0
1,50.0,20.0,12.0,12,16,nan,2007,Советский,1,1,1,1,1,0,nan,nan,nan,1,255918.0,21292776.0,300000.0
3,65.0,40.0,10.0,9,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,300000.0
1,42.0,20.0,11.0,5,15,nan,2012,Первомайский,0,1,0,1,0,0,nan,nan,nan,1,253643.0,20172455.0,300000.0
1,46.93,19.9,12.6,8,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,27288072.0,304072.0
1,46.48,19.9,12.6,23,25,nan,nan,Ленинский,0,1,1,1,0,0,nan,nan,nan,1,265095.0,27288072.0,300989.0
1,41.03,16.5,10.6,2,10,nan,nan,Кировский,0,1,1,0,0,0,nan,nan,nan,nan,265095.0,27288072.0,300400.0
1,44.8,18.2,10.9,2,15,nan,nan,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,365159.0
3,104.9,36.6,30.3,7,15,nan,nan,Ленинский,1,1,1,1,1,0,nan,nan,nan,nan,nan,nan,839560.0
1,45.2,23.0,10.5,8,15,nan,2009,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,310000.0
2,53.0,28.0,8.0,10,12,nan,1980,Ворошиловский,0,1,0,1,0,1,nan,nan,nan,1,257326.0,30920232.0,310000.0
2,61.5,32.4,13.1,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,30920232.0,313230.0
2,61.08,32.4,13.1,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,30920232.0,311004.0
2,58.0,30.0,12.0,7,17,Монолитный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,310000.0
3,64.0,40.0,10.0,9,10,Панельный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,39199032.0,310000.0
1,58.0,24.0,13.0,4,10,Кирпичный,2008,Железнодорожный,0,1,0,0,1,0,nan,Евроремонт,Во двор,nan,257326.0,39199032.0,310000.0
3,70.6,40.2,10.2,8,10,nan,nan,Советский,0,1,1,0,0,0,nan,nan,nan,nan,257326.0,39199032.0,310640.0
1,44.0,nan,nan,10,17,Кирпичный,2007,Советский,1,1,1,1,0,1,nan,Дизайнерский,Во двор,nan,257326.0,39199032.0,310000.0
2,71.9,29.7,16.6,2,21,nan,nan,Советский,0,1,1,0,1,0,nan,nan,nan,nan,257326.0,39199032.0,315641.0
1,43.0,nan,nan,1,20,Панельный,2016,Пролетарский,1,1,1,0,0,1,nan,Евроремонт,На улицу и двор,1,264324.0,25970619.0,315000.0
3,66.0,40.0,12.0,3,9,nan,1990,Ворошиловский,0,1,1,1,0,0,nan,nan,nan,nan,264324.0,25970619.0,315000.0
4,136.0,nan,nan,3,22,nan,2017,Кировский,0,1,0,1,0,0,nan,nan,nan,1,268787.0,83141856.0,1200000.0
2,60.75,42.2,nan,1,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,83141856.0,315900.0
0,46.04,28.6,nan,20,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,268787.0,83141856.0,315400.0
2,56.23,29.0,11.8,2,20,nan,nan,Советский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,83141856.0,323885.0
2,54.0,30.0,8.0,13,14,Кирпичный,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,320000.0
3,65.0,41.0,12.0,5,9,nan,1985,Ворошиловский,0,1,0,1,0,0,nan,nan,nan,nan,257326.0,30920232.0,320000.0
2,55.0,33.0,7.0,2,10,nan,1986,Ленинский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,30920232.0,320000.0
2,65.0,37.0,14.0,9,19,nan,2018,Ворошиловский,0,0,1,1,0,0,nan,nan,nan,nan,257326.0,30920232.0,320000.0
2,56.0,30.0,12.0,9,10,nan,2006,Первомайский,0,1,0,1,0,1,nan,nan,nan,1,253643.0,2815124.0,320000.0
2,64.5,32.0,10.5,16,16,nan,nan,Ворошиловский,1,1,1,0,1,0,nan,nan,nan,nan,253643.0,2815124.0,321210.0
1,37.0,20.0,10.0,5,6,Кирпичный,2016,Кировский,0,1,1,1,0,0,nan,Без ремонта,Во двор,1,268787.0,2863512.0,320000.0
0,50.0,26.0,12.0,10,10,nan,2002,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,2863512.0,325000.0
3,64.0,40.0,12.0,2,10,Панельный,1991,Советский,0,1,0,1,0,1,1,Косметический,Во двор,1,255918.0,37864745.0,330000.0
2,60.0,32.0,11.0,2,23,nan,2016,Ворошиловский,1,1,1,1,0,1,nan,nan,nan,nan,255918.0,37864745.0,330000.0
3,87.9,45.6,10.3,2,16,nan,nan,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,339382.0
0,39.32,22.0,nan,4,7,nan,nan,Пролетарский,0,1,0,0,1,0,nan,nan,nan,nan,nan,nan,295000.0
1,42.0,18.0,10.0,3,19,nan,2016,Ворошиловский,0,1,1,1,0,0,nan,nan,nan,1,257326.0,22605996.0,330000.0
3,64.0,nan,12.0,2,9,Панельный,1989,Первомайский,0,1,0,1,0,1,nan,Евроремонт,Во двор,nan,257326.0,22605996.0,330000.0
1,39.0,17.4,10.2,2,19,Монолитно,2016,Ворошиловский,1,1,1,1,0,1,nan,Евроремонт,nan,1,257326.0,22605996.0,330000.0
3,73.1,42.0,8.9,1,20,nan,nan,Советский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,336260.0
3,64.0,35.0,12.0,9,10,Панельный,1990,Советский,0,1,1,0,0,0,nan,Косметический,Во двор,nan,257326.0,22605996.0,335000.0
1,40.0,16.0,9.0,2,10,Кирпичный,2010,Октябрьский,0,0,0,1,0,0,nan,Евроремонт,На улицу и двор,nan,257326.0,22605996.0,339000.0
3,59.0,40.0,7.0,3,5,Кирпичный,1970,Пролетарский,0,0,1,0,1,0,nan,Косметический,На улицу и двор,nan,257326.0,22605996.0,335000.0
3,65.0,nan,12.0,4,9,Панельный,1985,Первомайский,0,1,1,1,0,0,1,Евроремонт,Во двор,nan,257326.0,22605996.0,335000.0
1,53.0,17.8,13.3,12,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,339300.0
1,53.58,16.3,15.6,10,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,343000.0
3,73.1,39.3,12.1,2,20,nan,nan,Советский,0,1,1,1,0,0,nan,nan,nan,nan,257326.0,22605996.0,341377.0
3,66.0,40.0,12.0,2,9,nan,1990,Первомайский,0,1,1,1,0,1,nan,nan,nan,nan,257326.0,22605996.0,340000.0
3,87.0,nan,16.0,4,4,nan,nan,Кировский,0,0,0,1,1,0,nan,nan,nan,1,268787.0,49283058.0,540000.0
2,52.0,30.0,9.0,1,9,nan,1990,Первомайский,0,1,1,1,0,1,nan,nan,nan,nan,268787.0,49283058.0,240000.0
2,65.0,30.0,14.0,10,19,nan,2018,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,270200.0
1,44.0,nan,nan,21,25,Кирпичный,2018,Советский,1,1,1,1,0,0,nan,Без ремонта,На улицу и двор,nan,268787.0,49283058.0,199000.0
1,39.37,16.4,9.7,2,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,49283058.0,195941.0
0,38.15,25.8,nan,1,16,nan,nan,Пролетарский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,49283058.0,198380.0
1,41.0,20.0,10.0,1,4,Кирпичный,2017,Первомайский,0,0,1,1,1,0,1,Без ремонта,Во двор,nan,268787.0,49283058.0,199900.0
0,34.0,20.5,4.0,6,18,nan,2017,Железнодорожный,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,202000.0
0,33.73,nan,20.6,2,18,Монолитный,nan,Железнодорожный,0,1,1,0,0,0,nan,nan,nan,nan,268787.0,49283058.0,202380.0
1,36.0,nan,nan,1,4,nan,2013,Советский,0,0,1,0,1,0,nan,nan,nan,nan,268787.0,49283058.0,200000.0
1,34.84,12.0,9.9,13,17,nan,nan,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,268787.0,49283058.0,202072.0
1,33.23,14.2,9.8,7,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,268787.0,49283058.0,178814.0
2,55.3,31.0,11.5,3,18,nan,2019,Октябрьский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,227800.0
3,104.9,36.6,30.3,7,15,nan,nan,Ленинский,1,1,1,1,1,0,nan,nan,nan,nan,nan,nan,839560.0
3,65.0,nan,nan,3,23,nan,2017,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,350000.0
1,46.52,15.6,12.4,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,nan,nan,353746.0
2,64.0,35.0,11.0,8,18,Монолитный,nan,Октябрьский,0,1,0,1,0,0,nan,nan,nan,nan,nan,nan,358000.0
3,84.33,47.7,13.5,1,19,nan,nan,Первомайский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,356716.0
2,51.53,28.5,8.4,8,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,360800.0
2,92.0,44.0,11.0,7,10,Кирпичный,nan,Железнодорожный,0,0,0,0,0,0,nan,nan,nan,1,255976.0,30364565.0,360000.0
2,79.0,31.0,15.0,7,17,nan,2006,Ворошиловский,0,1,0,1,0,1,nan,nan,nan,1,257326.0,30920232.0,360000.0
1,55.1,19.4,12.9,7,23,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,1,264324.0,25970619.0,363700.0
1,54.68,17.3,12.7,3,24,nan,nan,Пролетарский,0,1,1,1,0,0,nan,nan,nan,nan,nan,nan,347300.0
3,89.6,45.6,10.3,12,16,nan,nan,Ворошиловский,1,1,1,1,1,0,nan,nan,nan,nan,nan,nan,345946.0
2,60.0,38.0,12.0,2,5,nan,1950,Октябрьский,0,0,0,0,1,0,nan,nan,nan,1,259116.0,31324353.0,350000.0
3,110.0,65.0,15.0,1,10,Кирпичный,nan,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,35571648.0,350000.0
3,65.0,nan,nan,3,23,nan,2017,Пролетарский,1,1,1,1,0,0,nan,nan,nan,nan,253643.0,35571648.0,350000.0
1,46.52,15.6,12.4,3,10,nan,nan,Пролетарский,1,1,1,0,1,0,nan,nan,nan,nan,253643.0,35571648.0,353746.0
2,64.0,35.0,11.0,8,18,Монолитный,nan,Октябрьский,0,1,0,1,0,0,nan,nan,nan,nan,253643.0,35571648.0,358000.0
3,87.9,45.6,10.3,2,16,nan,nan,Ворошиловский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,339382.0
1,44.8,18.2,10.9,2,15,nan,nan,Ленинский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,365159.0
