Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс автомобиля,Цвет,Состояние,Владельцы,ПТС
Модель,Цена,Год выпуска,Пробег,Кузов,Объем,Мощность,Коробка,Тип двигателя,Топливо,Расход,Привод,Разгон,"Максимальная скорость, км/ч",Страна марки,Класс автомобиля,Цвет,Состояние,Владельцы,ПТС
